particle_id,vx,vy,vz,px,py,pz,q,nhits
4507104320684032,0.000308479,0.000957728,4.53842,0.0112319,-1.27046,-26.5833,-1,13
4507585357021184,0.000308479,0.000957728,4.53842,-1.07883,-2.02632,3.31884,-1,11
4507654076497920,0.000308479,0.000957728,4.53842,-1.67961,-5.61557,-3.09346,-1,12
4507722795974656,0.000308479,0.000957728,4.53842,-1.21106,-1.58965,-0.49969,-1,9
4507791515451392,0.000308479,0.000957728,4.53842,-0.0908996,-0.646193,-0.386263,1,12
4507860234928128,0.000308479,0.000957728,4.53842,-1.23273,-2.50821,-0.411162,-1,11
4507928954404864,0.000308479,0.000957728,4.53842,-1.53294,-2.85806,-1.56423,1,10
4508135112835072,0.000308479,0.000957728,4.53842,0.644798,1.55366,33.943,-1,13
4508478710218752,0.000308479,0.000957728,4.53842,0.617331,0.0983159,7.63815,-1,13
4508959746555904,0.000308479,0.000957728,4.53842,0.531115,-0.0541866,-1.41289,1,12
4509028466032640,0.000308479,0.000957728,4.53842,-0.310178,0.148353,-6.98602,1,13
4509165904986112,0.000308479,0.000957728,4.53842,0.809282,2.17504,13.1219,-1,12
4509234624462848,0.000308479,0.000957728,4.53842,-0.050058,2.5483,15.3176,1,16
4509303343939584,0.000308479,0.000957728,4.53842,0.142458,2.69278,14.3505,1,11
4509509502369792,0.000308479,0.000957728,4.53842,-0.297931,-0.0499734,0.774191,1,1
4509578221846528,0.000308479,0.000957728,4.53842,-0.916798,1.21753,4.05966,-1,12
4509646941323264,0.000308479,0.000957728,4.53842,0.0617977,0.0813695,-0.495649,1,0
4509715660800000,0.000308479,0.000957728,4.53842,1.14522,-1.72133,-1.50502,-1,14
4509784380276736,0.000308479,0.000957728,4.53842,-0.696789,-1.09222,-11.9406,1,4
4509853099753472,0.000308479,0.000957728,4.53842,-0.627921,-1.54013,0.470466,1,13
4509921819230208,0.000308479,0.000957728,4.53842,0.0753906,-0.473173,-2.23754,1,13
4509990538706944,0.000308479,0.000957728,4.53842,0.306985,-0.386673,-0.319654,-1,11
4510059258183680,0.000308479,0.000957728,4.53842,0.112475,-0.0495018,-0.26618,1,0
4510127977660416,0.000308479,0.000957728,4.53842,0.207011,0.418632,-0.130562,1,13
4510196697137152,0.000308479,0.000957728,4.53842,0.96361,1.41489,1.53405,-1,12
4510265416613888,0.000308479,0.000957728,4.53842,0.84192,-0.0608689,1.72065,1,14
4510471575044096,0.000308479,0.000957728,4.53842,0.36168,0.521043,2.22644,1,10
4510540294520832,0.000308479,0.000957728,4.53842,-0.52099,0.11358,4.01262,-1,13
4510609013997568,0.000308479,0.000957728,4.53842,0.113765,0.352587,0.625951,-1,6
4510677733474304,0.000308479,0.000957728,4.53842,0.729021,0.257994,0.20627,1,10
4510746452951040,0.000308479,0.000957728,4.53842,-0.367633,-0.354239,-0.311981,-1,13
4511021330857984,0.000308479,0.000957728,4.53842,4.61555,-1.82531,6.90247,1,11
4511090050334720,0.000308479,0.000957728,4.53842,1.16566,-0.722285,2.10138,-1,11
4511227489288192,0.000308479,0.000957728,4.53842,0.215687,0.265811,0.177664,1,12
4511296208764928,0.000308479,0.000957728,4.53842,-0.144434,-0.195797,0.361018,-1,10
4511433647718400,0.000308479,0.000957728,4.53842,-1.07817,3.73055,31.3703,1,12
4511502367195136,0.000308479,0.000957728,4.53842,-0.124934,0.12433,1.89496,-1,12
4511708525625344,0.000308479,0.000957728,4.53842,0.143254,0.675928,-4.90075,-1,12
4512052123009024,0.000308479,0.000957728,4.53842,-0.24069,0.112992,-0.406142,-1,14
4512120842485760,0.000308479,0.000957728,4.53842,-0.0448873,-0.350955,-1.39116,1,0
4512189561962496,0.000308479,0.000957728,4.53842,-0.142491,-0.218139,0.503531,-1,12
4512258281439232,0.000308479,0.000957728,4.53842,0.210331,-0.0766326,-0.104359,1,9
4512327000915968,0.000308479,0.000957728,4.53842,-0.462265,-0.691313,0.907987,1,10
4512464439869440,0.000308479,0.000957728,4.53842,-1.34986,25.2938,201.802,1,7
4512533159346176,0.000308479,0.000957728,4.53842,-0.474312,5.78158,47.2161,1,11
4512670598299648,0.000308479,0.000957728,4.53842,-0.828697,-1.25956,-23.1355,-1,12
4512739317776384,0.000308479,0.000957728,4.53842,-0.0961885,0.0573464,-1.11737,1,0
4512808037253120,0.000308479,0.000957728,4.53842,-0.701931,-0.0773418,-9.63047,1,0
4512876756729856,0.000308479,0.000957728,4.53842,-0.764256,-0.166857,-11.1286,-1,1
4512945476206592,0.000308479,0.000957728,4.53842,-1.42905,-1.34036,-10.588,-1,11
4513014195683328,0.000308479,0.000957728,4.53842,-1.09913,-0.526707,-8.28999,1,10
4513082915160064,0.000308479,0.000957728,4.53842,-0.725567,-0.509167,-4.45589,1,16
4513151634636800,0.000308479,0.000957728,4.53842,-5.03245,-2.52106,-28.7844,-1,0
4513220354113536,0.000308479,0.000957728,4.53842,-0.111282,-0.363798,-1.88101,1,13
4513289073590272,0.000308479,0.000957728,4.53842,-0.966229,-0.269125,-4.70611,-1,12
4513426512543744,0.000308479,0.000957728,4.53842,0.138301,-0.256351,2.54681,1,13
4513563951497216,0.000308479,0.000957728,4.53842,-0.0479342,0.131419,-0.055221,1,0
4513632670973952,0.000308479,0.000957728,4.53842,-0.47594,-0.412019,-0.960653,-1,8
4513701390450688,0.000308479,0.000957728,4.53842,-0.148629,-0.0844643,-0.230524,1,7
4513770109927424,0.000308479,0.000957728,4.53842,0.563243,-0.13277,-0.992794,-1,10
4513838829404160,0.000308479,0.000957728,4.53842,0.145335,-0.294229,-7.24572,1,13
4513907548880896,0.000308479,0.000957728,4.53842,-0.403718,0.552386,-12.7536,-1,15
4514044987834368,0.000308479,0.000957728,4.53842,-0.0552004,0.147408,-2.92217,-1,14
4514182426787840,0.000308479,0.000957728,4.53842,0.767308,-0.179698,-15.516,1,16
4514319865741312,0.000308479,0.000957728,4.53842,0.156935,-0.386495,-8.56818,-1,14
4514663463124992,0.000308479,0.000957728,4.53842,8.69713,5.028,50.692,-1,10
4514732182601728,0.000308479,0.000957728,4.53842,5.26794,2.97286,27.9167,1,10
4514869621555200,0.000308479,0.000957728,4.53842,1.71918,0.348185,8.56245,-1,13
4515007060508672,0.000308479,0.000957728,4.53842,-0.440165,-0.49826,1.57852,1,12
4515075779985408,0.000308479,0.000957728,4.53842,-0.895019,-1.48229,5.42799,-1,4
4515144499462144,0.000308479,0.000957728,4.53842,-0.519188,-1.09869,5.08089,1,10
4515213218938880,0.000308479,0.000957728,4.53842,-1.61141,-2.97922,10.0857,-1,12
4515281938415616,0.000308479,0.000957728,4.53842,-0.993372,-0.987251,1.94486,1,11
4515350657892352,0.000308479,0.000957728,4.53842,-2.28867,-0.341134,1.84705,1,13
4515419377369088,0.000308479,0.000957728,4.53842,-0.718188,0.0436618,0.791858,-1,4
4515488096845824,0.000308479,0.000957728,4.53842,-1.44218,-1.01834,-0.418475,1,13
4515556816322560,0.000308479,0.000957728,4.53842,-0.0916518,-0.175746,-0.0309296,1,10
4515625535799296,0.000308479,0.000957728,4.53842,-0.564108,-10.0711,1.32331,1,11
4515694255276032,0.000308479,0.000957728,4.53842,0.346329,-4.55036,0.28818,-1,10
4515900413706240,0.000308479,0.000957728,4.53842,0.171318,0.958296,17.5565,-1,15
4516244011089920,0.000308479,0.000957728,4.53842,0.300038,-0.327544,6.39804,1,10
4516381450043392,0.000308479,0.000957728,4.53842,-0.131937,0.229317,3.5345,1,11
4516931205857280,0.000308479,0.000957728,4.53842,1.38384,-1.36344,-2.04684,1,9
4516999925334016,0.000308479,0.000957728,4.53842,0.545495,-0.429906,-1.57585,-1,10
4517068644810752,0.000308479,0.000957728,4.53842,-0.139283,0.167172,-0.660491,-1,11
4517137364287488,0.000308479,0.000957728,4.53842,0.840955,4.78673,24.2864,-1,12
4517206083764224,0.000308479,0.000957728,4.53842,-0.036069,0.540711,1.5892,1,13
4517274803240960,0.000308479,0.000957728,4.53842,-0.694706,0.432835,1.19058,-1,0
4517343522717696,0.000308479,0.000957728,4.53842,-0.3604,0.554924,2.98375,-1,13
4517412242194432,0.000308479,0.000957728,4.53842,-2.51723,-1.91499,-33.3662,-1,14
4517480961671168,0.000308479,0.000957728,4.53842,-1.73556,-1.15411,-23.403,-1,11
4517549681147904,0.000308479,0.000957728,4.53842,-0.480298,-0.305427,-3.61706,1,11
4517618400624640,0.000308479,0.000957728,4.53842,-1.07217,-0.927828,-7.65587,1,10
4517687120101376,0.000308479,0.000957728,4.53842,0.211722,-0.260831,-1.97915,-1,10
4517755839578112,0.000308479,0.000957728,4.53842,-0.723325,0.233952,-0.515502,-1,10
4517824559054848,0.000308479,0.000957728,4.53842,-0.00119602,0.17847,-0.155532,-1,5
4517893278531584,0.000308479,0.000957728,4.53842,0.135099,-0.720234,-1.52849,1,11
4517961998008320,0.000308479,0.000957728,4.53842,0.745846,-1.22581,-1.75172,-1,10
4518030717485056,0.000308479,0.000957728,4.53842,0.324499,0.0132966,-2.11985,-1,11
4518099436961792,0.000308479,0.000957728,4.53842,0.126317,-0.218745,-0.640371,-1,8
4518168156438528,0.000308479,0.000957728,4.53842,0.755708,-0.0614893,0.506833,1,6
4518305595392000,0.000308479,0.000957728,4.53842,0.268099,0.523701,3.70501,-1,1
4518374314868736,0.000308479,0.000957728,4.53842,0.277572,0.325256,2.71057,1,12
4518443034345472,0.000308479,0.000957728,4.53842,-0.49722,-0.157638,1.77332,1,12
4518511753822208,0.000308479,0.000957728,4.53842,-0.165214,0.839077,3.55115,-1,12
4518580473298944,0.000308479,0.000957728,4.53842,0.113374,0.112499,0.77674,1,9
4518717912252416,0.000308479,0.000957728,4.53842,0.246994,0.638371,-5.69061,-1,13
4506073545314305,-183.021,-188.121,-2148.5,0.0713386,-0.2089,-0.40512,1,3
4506073545318402,-183.021,-188.121,-2148.5,0.0763812,0.139904,0.214995,1,3
4506760740081665,182.042,152.76,-1800,-0.00338703,-0.145614,-2.68116,1,0
4506760740085762,182.042,152.76,-1800,0.156895,-0.294679,-0.0195234,-1,0
4506760740089858,182.042,152.76,-1800,0.17248,0.278648,-1.22782,1,3
4506760740093954,182.042,152.76,-1800,0.0740379,0.448187,-0.847469,-1,4
4506966898511873,152.512,204.853,-702.776,0.328154,0.0102415,-0.0724865,1,8
4509784397058049,-42.3764,-63.8434,-702,0.00712383,0.298626,-0.0994192,-1,6
4509784397062146,-42.3764,-63.8434,-702,0.240328,-0.107535,0.0211654,1,9
4509784397066242,-42.3764,-63.8434,-702,-0.11024,-0.0230477,0.0209783,1,0
4509784397070338,-42.3764,-63.8434,-702,-0.0579417,-0.176339,0.0703721,1,4
4510609030778881,10.4341,362.988,629.115,0.0238644,-0.178114,0.0496195,1,1
4510609030782978,10.4341,362.988,629.115,-0.108796,0.142233,-0.0327468,1,4
4511021347639297,770.356,-349.672,1181.87,0.278613,0.165853,0.194109,1,3
4511021347643394,770.356,-349.672,1181.87,-0.363458,-0.125386,-0.191912,1,5
4512120859267073,-2.71255,-18.8054,-70.1694,-0.15022,-0.233944,0.0561082,1,15
4512258314997761,795.125,176.989,-375.777,0.236083,0.189695,-0.127302,-1,2
4512258315001858,795.125,176.989,-375.777,-0.0905485,-0.118501,-0.0870834,1,1
4512258298220545,44.412,-660.572,-396.239,-0.251864,0.226409,0.00344185,1,1
4512258298228738,44.412,-660.572,-396.239,0.264941,-0.0227179,0.0315349,1,3
4512258298232834,44.412,-660.572,-396.239,-0.0327021,-0.162098,-0.105526,1,2
4512464456650753,-10.2357,199.738,1597.89,0.134847,-0.252487,-0.0278284,-1,0
4512464456654850,-10.2357,199.738,1597.89,-0.155848,0.150799,0.610726,1,3
4512464456658946,-10.2357,199.738,1597.89,0.0293864,0.128356,0.201548,1,1
4512808054034433,-32.7325,-3.13932,-443.615,0.174202,-0.0459612,-0.0732938,1,8
4512876773511169,-41.3658,-9.71549,-600,0.0769103,-0.0652843,0.0568764,-1,1
4512876773515266,-41.3658,-9.71549,-600,0.100978,-0.0915682,0.31445,1,1
4512876773519362,-41.3658,-9.71549,-600,-0.0825649,0.149666,-0.140983,-1,5
4513151651418113,-16.9793,-8.52654,-92.6301,0.178079,-0.121812,0.208906,1,11
4513151651422210,-16.9793,-8.52654,-92.6301,-0.170547,0.251004,-0.337062,1,13
4513632687755265,-338.682,-560.314,-1016.87,0.0868531,-0.0625263,0.174493,-1,1
4513632687759362,-338.682,-560.314,-1016.87,-0.275855,-0.107023,-0.327677,1,2
4513770126708737,956.534,285.63,-1800,0.0693781,0.343059,-0.109858,1,0
4513770126712834,956.534,285.63,-1800,0.0878311,0.063165,0.104936,1,0
4513770126716930,956.534,285.63,-1800,-0.0553198,-0.308564,0.0740369,1,0
4515419394150401,-115.623,1.81313,132.203,-0.0449792,-0.125563,-0.0674195,-1,1
4515419394154498,-115.623,1.81313,132.203,0.0616557,0.239256,-0.16468,-1,4
4516931222638593,178.208,-190.136,-270.274,0.190969,0.213327,-0.0269492,-1,1
4517274820022273,-30.384,18.3809,56.1985,-0.00391985,-0.187293,-0.125295,1,4
4518099453743105,513.894,-194.243,-1500,0.15663,0.13996,0.294473,1,3
4518099453747202,513.894,-194.243,-1500,0.139935,0.0907725,-0.102203,1,1
4518168189997057,-136.849,215.631,368.253,-0.292315,0.0238022,-0.15262,1,6
4518168190001154,-136.849,215.631,368.253,0.332076,0.0161674,0.332702,-1,2
4518168173219841,259.814,-47.4001,182.057,-0.385317,0.0825164,0.149911,1,3
4518168173228034,259.814,-47.4001,182.057,0.257524,-0.109027,-0.0784195,1,6
4518305628958722,311.913,-169.685,205.02,0.312248,0.191787,0.133592,1,7
4518305628962818,311.913,-169.685,205.02,-0.275136,-0.0655253,-0.0547706,-1,2
4518305612173313,15.6156,31.8936,228.359,-0.0235877,0.139624,0.200623,1,1
4518305612177410,15.6156,31.8936,228.359,0.147445,-0.231269,-0.0170393,-1,1
4519679984926720,0.00679185,0.0063037,4.55379,0.960523,0.68105,1.95909,-1,9
4519748704403456,0.00679185,0.0063037,4.55379,0.712071,0.56787,2.16788,1,12
4519817423880192,0.00679185,0.0063037,4.55379,0.29326,0.227167,0.788759,1,14
4520298460217344,0.000308479,0.000957728,4.53842,-0.111193,-0.0526318,2.48756,1,0
4520367179694080,0.000308479,0.000957728,4.53842,-0.119576,0.0699308,1.08495,-1,0
4520573338124288,0.000308479,0.000957728,4.53842,-0.362034,0.268321,-4.7916,1,10
4521123093938176,0.000308479,0.000957728,4.53842,0.181339,0.0605899,0.148588,1,9
4521191813414912,0.000308479,0.000957728,4.53842,0.10395,-0.201407,-0.0740636,-1,9
4521397971845120,0.000308479,0.000957728,4.53842,-0.215581,0.477458,-0.798408,1,15
4521466691321856,0.000308479,0.000957728,4.53842,-0.662452,0.486146,-1.05995,-1,11
4521741569228800,-35.049,13.4309,28.4871,-0.824043,0.391811,0.496978,1,10
4521947727659008,0.000308479,0.000957728,4.53842,-0.762832,0.645705,1.10165,1,11
4522016447135744,0.000308479,0.000957728,4.53842,-0.345413,0.123853,0.489979,-1,12
4522222605565952,0.000308479,0.000957728,4.53842,-0.527576,5.47404,44.0575,1,12
4522291325042688,0.000308479,0.000957728,4.53842,-0.330876,6.4554,52.5846,-1,13
4522360044519424,0.000308479,0.000957728,4.53842,-0.425356,2.61368,21.4443,1,12
4522428763996160,0.000308479,0.000957728,4.53842,-0.0878465,0.464866,3.25461,-1,12
4522909800333312,0.000308479,0.000957728,4.53842,-0.115102,-0.468936,-6.63385,1,14
4522978519810048,0.000308479,0.000957728,4.53842,-0.0476946,-0.165131,-1.61332,-1,12
4523184678240256,0.000308479,0.000957728,4.53842,0.0251381,0.238857,-0.221039,1,11
4523253397716992,0.000308479,0.000957728,4.53842,0.277102,0.154169,-0.651889,-1,13
4523459556147200,0.000308479,0.000957728,4.53842,-0.289709,-0.0234252,-7.82041,1,13
4523528275623936,0.000308479,0.000957728,4.53842,-0.131499,0.397427,-6.97099,-1,11
4524146750914560,0.000308479,0.000957728,4.53842,0.0811505,-1.11675,8.12961,1,10
4524215470391296,0.000308479,0.000957728,4.53842,0.24577,-0.445928,2.51361,-1,1
4524215503958018,51.1963,-165.054,213.929,0.227634,0.249131,-0.117876,-1,5
4524215487172609,16.0408,-27.827,163.078,0.13613,0.374237,-0.0648469,-1,6
4524215487176706,16.0408,-27.827,163.078,0.0461088,-0.349248,0.123202,-1,4
4524421628821504,0.000308479,0.000957728,4.53842,0.00275757,-0.190845,0.501192,1,10
4524490348298240,0.000308479,0.000957728,4.53842,-0.475532,-1.28006,3.54559,-1,13
4524627787251712,0.000308479,0.000957728,4.53842,-0.0459851,-0.210258,0.405383,1,1
4524696506728448,0.000308479,0.000957728,4.53842,-0.372268,-0.786944,1.36526,-1,12
4524627804033025,-9.26077,-34.2824,71.3869,0.320296,-0.270796,-0.165826,1,10
4524627804037122,-9.26077,-34.2824,71.3869,-0.22342,0.15371,0.322985,1,4
4524833945681920,-2.42577,-0.786762,7.006,-3.22485,-0.849994,3.27301,1,13
4524902665158656,-2.42577,-0.786762,7.006,-2.59813,-0.949044,3.03434,1,12
4524971384635392,-2.42577,-0.786762,7.006,-6.47198,-2.00875,6.0786,-1,7
4525040104112128,-2.42577,-0.786762,7.006,-4.59084,-1.13145,4.61777,-1,11
4524971401416705,-342.752,-112.482,328.353,-0.0304583,0.25227,-0.140672,-1,3
4525108823588864,0.000308479,0.000957728,4.53842,-2.07657,-0.951605,1.83572,1,12
4525177543065600,0.000308479,0.000957728,4.53842,-0.644536,-0.602533,0.763615,-1,12
4525383701495808,0.000308479,0.000957728,4.53842,-0.404402,-1.07013,-0.688303,1,13
4525452420972544,0.000308479,0.000957728,4.53842,-1.03698,-2.19305,-1.61652,-1,9
4525521140449280,0.000308479,0.000957728,4.53842,-0.273496,-0.734513,-0.16804,1,14
4525589859926016,0.000308479,0.000957728,4.53842,-0.694813,-2.63369,0.0214132,-1,13
4526758091030528,0.000308479,0.000957728,4.53842,-0.130602,0.100671,-0.0604169,-1,8
4527101688414208,0.000308479,0.000957728,4.53842,0.210654,-0.226,0.084994,1,10
4527170407890944,0.000308479,0.000957728,4.53842,0.129794,0.106838,-0.128334,-1,8
4527720163704832,0.000308479,0.000957728,4.53842,-0.334917,-0.721819,-1.83511,1,1
4527788883181568,0.000308479,0.000957728,4.53842,-0.0872332,-0.211412,-0.433867,-1,13
4527720180486145,-15.3699,-32.0127,-77.3317,0.239635,0.0194328,0.0585685,1,7
4527720180490242,-15.3699,-32.0127,-77.3317,-0.192135,-0.0772375,0.284103,1,10
4527995041611776,0.000308479,0.000957728,4.53842,0.0675421,-0.253536,-0.683783,1,11
4528063761088512,0.000308479,0.000957728,4.53842,-0.340904,-0.456809,-0.718543,-1,12
4528132480565248,0.000308479,0.000957728,4.53842,0.143945,-0.355305,-1.76554,1,7
4528201200041984,0.000308479,0.000957728,4.53842,-0.0907399,-0.0933107,-0.454019,-1,0
4528269919518720,0.000308479,0.000957728,4.53842,-0.0823543,-0.247331,-0.449869,1,15
4528338638995456,0.000308479,0.000957728,4.53842,0.508017,-0.557181,-2.19752,-1,13
4528132497346561,43.9604,-195.109,-922.68,0.0057049,0.262064,0.368572,1,12
4528132497350658,43.9604,-195.109,-922.68,0.0443865,-0.16813,-0.0955908,-1,4
4528132497354754,43.9604,-195.109,-922.68,-0.0471705,-0.134737,-0.129464,1,0
4529987906437120,14.5901,-13.0003,32.8496,0.11841,-0.339685,0.297882,1,9
4530056625913856,14.5901,-13.0003,32.8496,0.154944,0.096095,0.232555,-1,11
4530056642695169,-392.288,405.658,1498.5,0.221607,0.188111,-0.316788,1,3
4530056642699266,-392.288,405.658,1498.5,-0.211096,-0.121401,0.34394,1,2
4531568454402048,17.3018,-19.8895,-526.478,0.381704,-0.297343,-10.0715,-1,11
4531637173878784,17.3018,-19.8895,-526.478,0.0187461,-0.16303,-2.21907,1,15
4534729550331904,-195.667,-122.748,-1541.95,-1.8471,-1.33741,-15.3518,1,5
4534798269808640,-195.667,-122.748,-1541.95,-0.646924,-0.227173,-4.36014,-1,4
4535966500913152,-2.65695,-36.7016,3.29184,-0.0579465,-1.01901,0.16461,1,9
4536035220389888,-2.65695,-36.7016,3.29184,-0.126606,-1.53006,-0.251188,-1,11
4536172659343360,25.8661,-78.5096,-85.5784,0.244855,-0.699481,-0.665534,-1,8
4536241378820096,3.26733,-4.85418,-0.888143,0.140733,-0.011129,-0.162011,1,0
4536310098296832,3.26733,-4.85418,-0.888143,0.353025,-0.722648,-0.658128,-1,11
4536653695680512,5.62923,-2.64068,12.1435,10.9937,-4.72421,16.2508,-1,15
4536722415157248,-0.011717,0.0523452,6.18079,0.131083,0.571787,4.25242,1,12
4536791134633984,-0.011717,0.0523452,6.18079,0.0630667,0.537642,12.9591,-1,12
4537959365738496,0.000308479,0.000957728,4.53842,-0.649468,0.412145,0.93788,1,12
4538028085215232,0.000308479,0.000957728,4.53842,-0.277384,0.390031,0.423731,-1,11
4539333755273216,0.000308479,0.000957728,4.53842,-0.302652,-0.454964,0.993901,1,1
4539402474749952,0.000308479,0.000957728,4.53842,-0.19336,-0.238532,0.347217,-1,11
4539471194226688,-0.133808,-0.200033,4.88103,-3.11902,-4.50545,7.06663,1,12
4541189181145088,0.000308479,0.000957728,4.53842,0.0797631,0.15934,0.0186345,1,10
4542838448586752,0.000308479,0.000957728,4.53842,-0.216519,-0.0452964,-0.582912,1,2
4542907168063488,0.000308479,0.000957728,4.53842,-0.0680331,-0.598123,-5.77489,-1,1
4542907184844801,-4.93785,-59.6899,-570.569,0.0678868,0.0739837,0.0569366,1,1
4544693874458624,0.0887418,-0.0996815,5.18223,-0.13629,0.0607327,0.494154,-1,0
4544900032888832,1.06901,-0.935247,15.099,0.0514672,-0.299475,1.46781,1,12
4544968752365568,1.06901,-0.935247,15.099,0.187982,0.095371,0.954554,-1,13
4545037471842304,6.65781,-3.13871,13.5698,1.29577,-0.540089,1.4162,1,11
4545106191319040,6.65781,-3.13871,13.5698,3.98023,-2.43777,5.95491,-1,10
4545449788702720,-11.906,0.629223,497.462,-0.492939,-0.042544,13.3852,1,8
4545862105563136,-0.133808,-0.200033,4.88103,-3.40683,-4.85078,8.69579,-1,12
4546136983470080,784.163,-445.719,-291.093,5.61969,-3.21156,-2.06338,1,1
4546205702946816,784.163,-445.719,-291.093,0.474802,-0.25296,-0.234363,-1,1
4546343141900288,406.863,-120.397,-146.805,2.84192,-0.760768,-1.13726,1,4
4546755458760704,11.6065,-48.6824,90.5388,0.249133,-0.829947,1.16389,1,10
4546824178237440,11.6065,-48.6824,90.5388,-0.0231848,-0.119132,0.510877,-1,1
4547305214574592,-0.133808,-0.200033,4.88103,-1.97076,-2.55835,4.99518,1,2
4547373934051328,-0.133808,-0.200033,4.88103,-3.30853,-5.77699,9.3992,-1,10
4547442653528064,0.691639,-0.336406,4.30953,5.92886,-3.05911,-1.0419,-1,14
4547511373004800,0.691639,-0.336406,4.30953,2.15395,-1.33768,-1.36467,1,10
4547717531435008,173.38,-79.3751,242.995,1.76362,-0.907172,2.76208,1,7
9007336693694464,-0.00624042,0.0158341,-2.67877,-0.00278091,-0.347061,3.10162,1,11
9007405413171200,-0.00624042,0.0158341,-2.67877,-0.117629,-0.334687,0.538482,-1,12
9007474132647936,-0.00624042,0.0158341,-2.67877,0.309762,0.385326,0.209374,1,14
9008161327415296,-0.00624042,0.0158341,-2.67877,-1.1997,0.539516,-22.1097,-1,13
9008230046892032,-0.00624042,0.0158341,-2.67877,-0.163547,0.0439282,-0.371659,1,11
9008573644275712,-0.00624042,0.0158341,-2.67877,-0.405788,-0.197518,1.43924,1,13
9008642363752448,-0.00624042,0.0158341,-2.67877,-0.111064,-0.157277,0.476085,-1,10
9008779802705920,-0.00624042,0.0158341,-2.67877,-0.125826,0.134582,-3.04266,-1,11
9008985961136128,-0.00624042,0.0158341,-2.67877,0.368451,0.00455234,-8.13183,1,14
9009260839043072,-0.00624042,0.0158341,-2.67877,0.796689,0.0691126,-8.68077,1,9
9009329558519808,-0.00624042,0.0158341,-2.67877,-0.0540698,0.270727,-3.35742,-1,0
9009398277996544,-0.00624042,0.0158341,-2.67877,0.0764328,-0.18105,-0.0634162,-1,10
9009466997473280,-0.00624042,0.0158341,-2.67877,0.499962,0.320701,0.693009,1,7
9009329575301121,-7.25934,30.7675,-387.517,-0.105001,-0.420693,0.244283,-1,12
